BKG_NO,SHIPPER_CODE,POR,POL,CONSIGNEE_CODE,POD,DEL,HS_CODE,CM_DESCRIPTION_ORIGINAL,CM_DESCRIPTION_PROCESSED,CM_DESCRIPTION_VERIFIED,CM_DESCRIPTION_OPTIONAL_USER_INPUT
BKKAD3491500,TH103953,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",JP100049,"KOBE,JAPAN","NAKANOSEKI,JAPAN",400911,"(466 CARTONS)
PLASTIC PARTS FOR AUTOMOBILE
INVOICE NO. MOLJPN-2008-B01,
MOLJPN-2008-J01

HS. CODE 40091100

""FREIGHT COLLECT""","PLASTIC PARTS FOR AUTOMOBILE
INVOICE NO. MOLJPN-2008-B01,
MOLJPN-2008-J01",PLASTIC PARTS FOR AUTOMOBILE,PLASTIC PARTS FOR AUTOMOBILE
BKKAD2014900,TH102981,LAEM CHABANG,"LAEM CHABANG,THAILAND",US108344,"TACOMA, WA,USA","CINCINNATI, OH, USA",854890,"-96 CARTONS
(1 PALLET)
T1017139D
VLCL LEADFREE BOOSTER
SUPPLIER CODE 114347 /
LOGISTIC CODE T1017139D
INV NO.1984345
G.W.220.00 KGS./ 1.014 CBM

-384 CARTONS
(4 PALLETS)
T38356B
VLCL USCAR U625
SUPPLIER CODE 114347 /
LOGISTIC CODE T38356B
INV NO.1984347
G.W.880.00 KGS./ 4.055 CBM

-1,152 CARTONS
(12 PALLETS)
T60291B
GHEM USCAR POWER MODULE
SUPPLIER CODE 114347 /
LOGISTIC CODE T60291B
INV NO.1984348
G.W.3,300.00 KGS./ 13.029 CBM

-192 CARTONS
(2 PALLETS)
T921553-A
BLOWER MODULE PWM GHEM(STATIC
CONVERTER)
SUPPLIER CODE 114347 /
LOGISTIC CODE T921553
INV NO.1984349
G.W.594.00 KGS./ 2.028 CBM

HS.CODE: 8548.90.90

AMS HBL NO.: TH2002918

SCAC CODE: KLLM","T1017139D
VLCL LEADFREE BOOSTER
SUPPLIER CODE 114347
LOGISTIC CODE T1017139D
INV NO.1984345
T38356B
VLCL USCAR U625
SUPPLIER CODE 114347
LOGISTIC CODE T38356B
INV NO.1984347
T60291B
GHEM USCAR POWER MODULE
SUPPLIER CODE 114347
LOGISTIC CODE T60291B
INV NO.1984348
T921553-A
BLOWER MODULE PWM GHEM(STATIC
CONVERTER)
SUPPLIER CODE 114347
LOGISTIC CODE T921553
INV NO.1984349
AMS HBL NO.: TH2002918",VLCL LEADFREE BOOSTER,VLCL LEADFREE BOOSTER
BKKAD3479400,TH107581,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",JP108810,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",160413,"CANNED FOODS
PO: 20200528UC2
""INABA"" BRAND
CANNED JAPANESE SARDINES IN SOYSAUCE
24X115 G. EOE

HS CODE: 1604.13

EMPTY CARTONS
(NO COMMERCIAL VALUE)

""FREIGHT PREPAID""

SHIPPED ON BOARD ON AUG 10, 2020
AT LAEM CHABANG, THAILAND
BY ACX CRYSTAL V.228N","CANNED FOODS
PO: 20200528UC2
INABA"" BRAND
CANNED JAPANESE SARDINES IN
SOYSAUCE
24X115 G. EOE
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10, 2020
AT LAEM CHABANG, THAILAND
BY ACX CRYSTAL V.228N","CANNED JAPANESE SARDINES IN
SOYSAUCE",CANNED JAPANESE SARDINES IN SOYSAUCE
BKKAD3479400,TH107581,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",JP108810,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",160413,"CANNED FOODS
PO: 20200528UC2
""INABA"" BRAND
CANNED JAPANESE SARDINES IN SOYSAUCE
24X115 G. EOE

HS CODE: 1604.13

EMPTY CARTONS
(NO COMMERCIAL VALUE)

""FREIGHT PREPAID""

SHIPPED ON BOARD ON AUG 10, 2020
AT LAEM CHABANG, THAILAND
BY ACX CRYSTAL V.228N","CANNED FOODS
PO: 20200528UC2
INABA"" BRAND
CANNED JAPANESE SARDINES IN
SOYSAUCE
24X115 G. EOE
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10, 2020
AT LAEM CHABANG, THAILAND
BY ACX CRYSTAL V.228N","CANNED JAPANESE SARDINES IN
SOYSAUCE",CANNED JAPANESE SARDINES IN SOYSAUCE
BKKAE2342700,TH107581,"BANGKOK , THAILAND","LAEM CHABANG,THAILAND",JP109292,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",160414,"1 X 20'FCL
POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.

EMPTY CARTONS
(NO COMMERCIAL VALUE)

HS.CODE : 1604.14

(FREIGHT PREPAID)

SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N","POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N",POUCH TUNA,POUCH TUNA
BKKAE2342700,TH107581,"BANGKOK , THAILAND","LAEM CHABANG,THAILAND",JP109292,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",160414,"1 X 20'FCL
POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.

EMPTY CARTONS
(NO COMMERCIAL VALUE)

HS.CODE : 1604.14

(FREIGHT PREPAID)

SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N","POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N",POUCH TUNA,POUCH TUNA
BKKAE2342700,TH107581,"BANGKOK , THAILAND","LAEM CHABANG,THAILAND",JP109292,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",160414,"1 X 20'FCL
POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.

EMPTY CARTONS
(NO COMMERCIAL VALUE)

HS.CODE : 1604.14

(FREIGHT PREPAID)

SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N","POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N",POUCH TUNA,POUCH TUNA
BKKAE2342700,TH107581,"BANGKOK , THAILAND","LAEM CHABANG,THAILAND",JP109292,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",160414,"1 X 20'FCL
POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.

EMPTY CARTONS
(NO COMMERCIAL VALUE)

HS.CODE : 1604.14

(FREIGHT PREPAID)

SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N","POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N",POUCH TUNA,POUCH TUNA
BKKAE2342700,TH107581,"BANGKOK , THAILAND","LAEM CHABANG,THAILAND",JP109292,"SHIMIZU, JAPAN","SHIMIZU, JAPAN",160414,"1 X 20'FCL
POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.

POUCH BIG EYE 40% SKIPJACK 60% FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.

EMPTY CARTONS
(NO COMMERCIAL VALUE)

HS.CODE : 1604.14

(FREIGHT PREPAID)

SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N","POUCH TUNA
JFSA BRAND
PO : TOP-U19-12-17-01
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 4X3000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 10X1000 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 20X500 G.
POUCH BIG EYE 40% SKIPJACK 60%
FLAKE IN
SOYBEAN OIL AND BROTH 40X200 G.
EMPTY CARTONS
(NO COMMERCIAL VALUE)
SHIPPED ON BOARD ON AUG 10 , 2020
LAEM CHABANG,THAILAND
ACX CRYSTAL V.228N",POUCH TUNA,POUCH TUNA
BKKAD8598400,TH201421,"BANGKOK,THAILAND","LAEM CHABANG,THAILAND",JP102551,"OSAKA, JAPAN","OSAKA, JAPAN",960321,""" SHIPPER 'S LOAD & COUNT ""
==============

AS PER ATTACHED SHEET
H.S.CODE:960321",H.S.CODE:960321,960321,TOOTHBRUSH
BKKAD9535300,TH502408,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",MX102489,"MANZANILLO, MEXICO","MANZANILLO, MEXICO",848390,"SHIPPER'S LOAD STOWAGE & COUNT:

INERTIA RING
6H8819000002L999
INV.NO. BTC20080001
DATE: AUGUST 04, 2020

""FREIGHT PREPAID""
CY/CY 1X20'","INERTIA RING
6H8819000002L999
INV.NO. BTC20080001
DATE: AUGUST 04, 2020","INERTIA RING
6H8819000002L999
INV.NO. BTC20080001
DATE: AUGUST 04, 2020",INERTIA RING
BKKAD3465600,TH503591,"BANGKOK,THAILAND","BANGKOK,THAILAND",VN101276,"HAIPHONG, VIETNAM","HAIPHONG, VIETNAM",320720,""" SHIPPER 'S LOAD & COUNT ""
==============

COMPOSTO FOR POLISHING FT-2897 BB1000KG
COMPOSTO FOR POLISHING FT-2897 BB500KG
COMPOSTO FOR POLISHING FT-2811 BB500KG
HIGH COE ENGOBE FRIT FP-875 BB1000KG
HIGH COE ENGOBE FRIT FP-875 BB500KG
AS PER SALE AND PURCHASE CONTRACT REF NO:
05/THE GIOI-FERRO/2020

INVOICE NO. 905301

"" FREIGHT COLLECT ""
"" CY/CY ""","COMPOSTO FOR POLISHING FT-2897 BB
COMPOSTO FOR POLISHING FT-2897 BB
COMPOSTO FOR POLISHING FT-2811 BB
HIGH COE ENGOBE FRIT FP-875 BB
HIGH COE ENGOBE FRIT FP-875 BB
AS PER SALE AND PURCHASE CONTRACT
REF NO:
THE GIOI-FERRO/2020
INVOICE NO. 905301",COMPOSTO FOR POLISHING,COMPOSTO FOR POLISHING
BKKAE1179700,TH100940,LAT KRABANG,"LAEM CHABANG, THAILAND",JP106250,"TOKYO, JAPAN","TOKYO, JAPAN",160249,"7 PREMIUM PORK KAKUNI

DETAILS AS PER INVOICE NO. M20/06486
FREIGHT PREPAID
STOWED IN REFRIGERATED CONTAINER AT -18 DEGREE CELCIUS

H.S.CODE : 160249 *NOT SHOW ON BL*
57.61CBM","7 PREMIUM PORK KAKUNI
DETAILS AS PER INVOICE NO.
M20/06486
STOWED IN REFRIGERATED CONTAINER
AT -18 DEGREE CELCIUS",PREMIUM PORK KAKUNI,PREMIUM PORK KAKUNI
BKKAB3096400,TH102981,"LAT KRABANG,THAILAND","LAEM CHABANG,THAILAND",JP102352,"KOBE,JAPAN","KOBE,JAPAN",590220,"SAID TO CONTAIN:

POLYESTER RFL TREATED FABRIC
PE-23HL

FREIGHT PREPAID","POLYESTER RFL TREATED FABRIC
PE-23HL",POLYESTER RFL TREATED FABRIC,POLYESTER RFL TREATED FABRIC
BKKAD1670900,TH101476,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",VN103048,"HAIPHONG, VIETNAM",HAIPHONG,841510,"PARTS FOR AIR-CONDITIONERS#
CODE 8415","PARTS FOR AIR-CONDITIONERS
CODE 8415",PARTS FOR AIR-CONDITIONERS,PARTS FOR AIR CONDITIONERS
BKKAD2467700,TH100484,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",JP201375,"TOKYO, JAPAN","TOKYO, JAPAN",160521,"FROZEN COOKED PEELED DEVEINED
TAIL ON BLACK TIGER SHRIMP
H.S. CODE : 1605.21 (NOT SHOW)
FROZEN RAW PEELED
TAIL ON RED SHRIMP
H.S. CODE : 0306.16 (NOT SHOW)
FROZEN CAPELIN
H.S. CODE : 0303.59 (NOT SHOW)
STOWED REFRIGERATED CONTAINER
-20 DEGREES CELSIUS
SHIPPED ON BOARD BY ACX PEARL V.191N
AT LAEM CHABANG THAILAND

""FREIGHT PREPAID""
40F","FROZEN COOKED PEELED DEVEINED
TAIL ON BLACK TIGER SHRIMP FROZEN
RAW PEELED
TAIL ON RED SHRIMP FROZEN CAPELIN
STOWED REFRIGERATED CONTAINER
20 DEGREES CELSIUS
SHIPPED ON BOARD BY ACX PEARL
V.191N
AT LAEM CHABANG THAILAND
40F","FROZEN COOKED PEELED DEVEINED 
TAIL ON BLACK TIGER SHRIMP","FROZEN COOKED PEELED DEVEINED 
TAIL ON BLACK TIGER SHRIMP"
BKKAE3748400,TH103355,LAEM CHABANG,LAEM CHABANG,JP106651,TOKYO,TOKYO,732690,"1 X40Ft HC ""SHIPPER'S LOAD & COUNT""
SAID TO CONTAIN:-
113 PACKAGES

RETURNABLE PALLET FOR PACKING
INVOICE 2C20105
HS CODE:732690

FREIGHT PREPAID

ACTUAL SHIPPER : BANGKOK KOMATSU CO.,LTD.
SCAC CODE : KWE1
AFR NO.: KWE1605140921126
H.S.CODE : 732690","RETURNABLE PALLET FOR PACKING
INVOICE 2C20105
ACTUAL SHIPPER : BANGKOK KOMATSU
CO.,LTD.
AFR NO.: KWE1605140921126",RETURNABLE PALLET FOR PACKING,RETURNABLE PALLET FOR PACKING
BKKAD9711600,TH101551,LAEM CHABANG,"LAEM CHABANG, THAILAND",US107266,"VANCOUVER, BC","BATTLE CREEK, MI",841590,"94160 PIECES
(28 PALLETS)
SHAFT
H.S.CODE : 84159019
(INVOICE NO.809228)","SHAFT
(INVOICE NO.809228)","SHAFT
(INVOICE NO.809228)",SHAFT
SGZA05428900,TH103355,SONGKHLA,SONGKHLA,JP106651,NAGOYA,NAGOYA,401519,"MARKS & NUMBERS AND DESCRIPTION AS PER ATTACHED SHEETS
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
ACTUAL SHIPPER:SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIM","ACTUAL SHIPPER:SRI TRANG GLOVES
(THAILAND) PUBLIC COMPANY LIM",LATEX EXAM TEXTURE POWDER GLOVES,LATEX EXAM TEXTURE POWDER GLOVES
BKKAE0798600,TH100940,LAT KRABANG,"LAEM CHABANG, THAILAND",JP106250,"TOKYO, JAPAN","TOKYO, JAPAN",20714,"H.S. CODE: 020714 **NOT SHOW ON BL**
FROZEN BONELESS LEG CHICKEN MEAT 220-240 G.
DETAILS AS PER INVOICE NO. M20/06238
FREIGHT PREPAID
STOWED IN REFRIGERATED CONTAINER AT -18 DEGREE CELCIUS
(47.97 CBMS)","FROZEN BONELESS LEG CHICKEN MEAT
220-240 G.
DETAILS AS PER INVOICE NO.
M20/06238
STOWED IN REFRIGERATED CONTAINER
AT -18 DEGREE CELCIUS",FROZEN BONELESS LEG CHICKEN MEAT,FROZEN BONELESS LEG CHICKEN MEAT
BKKAD3148400,TH113675,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",BR301020,"SANTOS, BRAZIL","SANTOS, BRAZIL",8207,"N.W.
1 OF 2 PARTS OF CARGOES IN 8 X 20'DF 133,635.000

12 SETS.
PLANT EQUIPMENT FOR TDB
( 740B MODEL )
EQUIPMENT FOR PRESS SHOP
 8207 8466 9031

FREIGHT COLLECT
B/L ISSUED AT BANGKOK","N.W.
2 PARTS CARGOES DF 133,635.000
PLANT EQUIPMENT FOR TDB
( 740B MODEL )
EQUIPMENT FOR PRESS SHOP
8207 8466 9031
AT BANGKOK","PLANT EQUIPMENT FOR TDB 
( 740B MODEL )","PLANT EQUIPMENT FOR TDB 
( 740B MODEL )"
SGZA05424500,TH103355,SONGKHLA,SONGKHLA,JP106651,NAGOYA,NAGOYA,401519,"MARKS & NUMBERS AND DESCRIPTION AS PER ATTACHED SHEETS
""SHIPPER'S LOAD & COUNT""
SAID TO CONTAIN: -
1188 CARTONS
LATEX EXAM TEXTURE POWDER FREE GLOVES
SIZE S
376,000.00 PCS
LATEX EXAM TEXTURE POWDER FREE GLOVES
SIZE M
820,000.00 PCS
LATEX EXAM TEXTURE POWDER FREE GLOVES
SIZE L
340,000.00 PCS
NITRILE TEXTURE POWDER FREE WHITE GLOVES
SIZE M
500,000.00 PCS
NITRILE TEXTURE POWDER FREE WHITE GLOVES
SIZE L
340,000.00 PCS
TOTAL QUANTITY = 2,376,000.00 PCS
TOTAL NET WEIGHT = 10,562.42 KGS
B/L STATE: PO NO.DUNL200717-179
HARMONIZED CODE NO. :4015.190.000
FREIGHT PREPAID
TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMIT","LATEX EXAM TEXTURE POWDER FREE
GLOVES
SIZE S
LATEX EXAM TEXTURE POWDER FREE
GLOVES
SIZE M
LATEX EXAM TEXTURE POWDER FREE
GLOVES
SIZE L
NITRILE TEXTURE POWDER FREE WHITE
GLOVES
SIZE M
NITRILE TEXTURE POWDER FREE WHITE
GLOVES
SIZE L
TOTAL
B/L STATE: PO NO.DUNL200717-179
000
TRANG GLOVES (THAILAND) PUBLIC
COMPANY LIMIT","LATEX EXAM TEXTURE POWDER FREE
GLOVES",LATEX EXAM TEXTURE POWDER FREE GLOVES
BKKAC8782500,TH106829,"LAT KRABANG, THAILAND","LAEM CHABANG,THAILAND",JP114099,"TOKYO, JAPAN","TOKYO, JAPAN",940161,"116 PCS OF FURNITURE
FOB THAILAND PORT
H.S.CODE:940161","FURNITURE
FOB THAILAND PORT",FURNITURE,FURNITURE
BKKAD9295600,TH110077,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",CN535522,"YANTIAN, CHINA","YANTIAN, CHINA",390320,"H.S.CODE 3903.20
STYRENE ACRYLONITRILE (SAN)
LURAN SAN C 552485 25KG BAG

REFERENCE ORDER NO.1780018982
CONTRACT NO.1747009799

NET WEIGHT 38,000.00 KGM
1,520 BAGS

Please show agent at destination & tel.","STYRENE ACRYLONITRILE (SAN)
LURAN SAN C 552485  BAG
REFERENCE ORDER NO.1780018982
CONTRACT NO.1747009799",STYRENE ACRYLONITRILE (SAN),STYRENE ACRYLONITRILE (SAN)
BKKAC5792300,TH104301,LAT KRABANG,LAEM CHABANG,CA101877,"HALIFAX, NS","MISSISSAUGA, ON",841410,"5 PALLETS 1440 PCS
(120 CTNS) FAN MOTOR
INV.NO : GB06543

5 PALLETS 1440 PCS
(120 CTNS) FAN MOTOR
INV.NO : GB06544

10 PALLETS 4800 PCS
(300 CTNS) FAN MOTOR
INV.NO : GB06577","FAN MOTOR
INV.NO : GB06543
FAN MOTOR
INV.NO : GB06544
FAN MOTOR
INV.NO : GB06577","FAN MOTOR
INV.NO : GB06543
FAN MOTOR
INV.NO : GB06544
FAN MOTOR
INV.NO : GB06577",FAN MOTOR
BKKAE2318300,TH101476,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP101854,"OSAKA, JAPAN","OSAKA, JAPAN",841510,"DAIKIN AIR CONDITIONERS AND
CODE 841510

FREIGHT ; COLLECT
ISSUED AT BANGKOK,THAILAND","DAIKIN AIR CONDITIONERS AND
CODE 841510

FREIGHT ; COLLECT
ISSUED AT BANGKOK,THAILAND","DAIKIN AIR CONDITIONERS AND
PARTS FOR AIR CONDITIONERS","DAIKIN AIR CONDITIONERS AND
PARTS FOR AIR CONDITIONERS"
BKKAE1342600,TH102981,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",JP102352,"OSAKA,JAPAN","OSAKA,JAPAN",902920,"(3,430 PCS.)

PART FOR TRACTOR & ENGINE
1. 231R143153111 METER,ASSY
H.S. CODE 90292010000/C62
2. 231R144153111 METER,ASSY
H.S. CODE 90292010000/C62
3. 231R561153971 SWITCH(DISPLY)
H.S. CODE 85365099000/KGM
4. 231R561153981 SWITCH(MENU)
H.S. CODE 85365099000/KGM
5. 231RD57953721 SWITCH(DPF,INHIBIT)
H.S. CODE 85365099000/KGM
6. 231RG26853111 METER,ASSY
H.S. CODE 90292010000/C62
7. 231V131153112 METER,ASSY
H.S. CODE 90292010000/C62
8. 2113N65891101 CHAIN,ASSY(CHECK)
H.S. CODE 73159090000/KGM
9. 2113Y20089331 BRACKET(DRAWBAR)
H.S. CODE 87089919000/KGM
10. 2116C52691555 STAY(REINFORCEMENT F
H.S. CODE 87089919000/KGM
11. 2111J60003711 PACKING
H.S. CODE 74199999000/KGM
12. 2111A48336411 GAUGE,ENG OIL
H.S. CODE 87089919000/KGM
13. 211T106089351 ASSY BELT,SEAT
H.S. CODE 87082100000/KGM

INVOICE NUMBER : IN20-070046

**2. KUBOTA LOGISTICS CORPORATION
2-47, SHIKITSUHIGASHI 1-CHOME,
NANIWA-KU, OSAKA 556-8601
MR. KEIJI UEMURA
TEL : 06-6647-7818 FAX : 06-6647-7819","PART FOR TRACTOR & ENGINE
231R143153111 METER,ASSY
C62
231R144153111 METER,ASSY
C62
231R561153971 SWITCH(DISPLY)
KGM
231R561153981 SWITCH(MENU)
KGM
231RD57953721 SWITCH(DPF,INHIBIT)
KGM
231RG26853111 METER,ASSY
C62
231V131153112 METER,ASSY
C62
2113N65891101 CHAIN,ASSY(CHECK)
KGM
2113Y20089331 BRACKET(DRAWBAR)
KGM
2116C52691555 STAY(REINFORCEMENT
F
KGM
2111J60003711 PACKING
KGM
2111A48336411 GAUGE,ENG OIL
KGM
211T106089351 ASSY BELT,SEAT
KGM
INVOICE NUMBER : IN20-070046
2. KUBOTA LOGISTICS CORPORATION
47, SHIKITSUHIGASHI 1-CHOME,
NANIWA-KU, OSAKA 556-8601
MR. KEIJI UEMURA
TEL : 06-6647-7818
FAX : 06-6647-7819",PART FOR TRACTOR & ENGINE,PART FOR TRACTOR & ENGINE
BKKAE1585800,TH206295,BANGKOK,LAEM CHABANG,AE107204,JEBEL ALI PORT,JEBEL ALI PORT,22029990,"AS PER INVOICE NO. GPS-2008/087

BASIL SEED DRINK

H.S.CODE : 2202.99.90","AS PER INVOICE NO. GPS-2008/087
BASIL SEED DRINK",BASIL SEED DRINK,BASIL SEED DRINK
BKKAD3721800,TH504807,"HATYAI ,THAILAND","LE HAVRE, FRANCE",FR103071,"LE HAVRE, FRANCE","LE HAVRE, FRANCE",,"1.BASIL SEED DRINK LYCHEE FLAVOUR
2.BASIL SEED DRINK MANGO FLAVOUR
3.BASIL SEED DRINK STRAWBERRY FLAVOUR
4.BASIL SEED DRINK FRUIT COCKTAIL FLAVOUR
5.BASIL SEED DRINK POMEGRANATE FLAVOUR","BASIL SEED DRINK LYCHEE FLAVOUR
BASIL SEED DRINK MANGO FLAVOUR
BASIL SEED DRINK STRAWBERRY
FLAVOUR
BASIL SEED DRINK FRUIT COCKTAIL
FLAVOUR
BASIL SEED DRINK POMEGRANATE
FLAVOUR",BASIL SEED DRINK,BASIL SEED DRINK
BKKAD8291800,TH100940,LAT KRABANG,"LAEM CHABANG, THAILAND",JP106250,"TOKYO, JAPAN","TOKYO, JAPAN",20714,"FROZEN BONELESS LEG BLOCK CHICKEN MEAT 25-30 G.
DETAILS AS PER INVOICE NO. M20/06296
FREIGHT PREPAID
STOWED IN REFRIGERATED CONTAINER AT -18 DEGREE CELCIUS
(H.S.CODE:020714*NOT SHOW ON B/L)
(47.97 CBMS)","FROZEN BONELESS LEG BLOCK CHICKEN
MEAT 25-30 G.
DETAILS AS PER INVOICE NO.
M20/06296
STOWED IN REFRIGERATED CONTAINER
AT -18 DEGREE CELCIUS","FROZEN BONELESS LEG BLOCK 
CHICKEN MEAT",FROZEN BONELESS LEG BLOCK CHICKEN MEAT
